YEAR,ORIGIN,AGEGROUP,SPECIMEN,PATHOGEN,ANTIBIOTIC,RESISTANT,INTERMEDIATE,NONSUSCEPTIBLE,SUSCEPTIBLE,UNKNOWN_NO_AST,UNKNOWN_NO_BREAKPOINTS
2017,CO,65~,STOOL,SALSPP,DOR,0,0,0,0,282,14
2017,CO,65~,STOOL,SALSPP,CTX,4,0,0,216,75,1
2017,CO,65~,STOOL,SALSPP,CRO,4,0,0,198,94,0
2017,CO,65~,STOOL,SALSPP,CAZ,5,0,0,280,11,0
2017,CO,65~,STOOL,SALSPP,LVX,2,0,0,294,0,0
2017,CO,65~,STOOL,SALSPP,CIP,0,0,0,121,175,0
2017,CO,65~,STOOL,SHISPP,CTX,0,0,0,1,4,0
2017,CO,65~,STOOL,SHISPP,CRO,0,0,0,4,1,0
2017,CO,65~,STOOL,SHISPP,CAZ,0,0,0,5,0,0
2017,CO,65~,STOOL,SHISPP,LVX,0,3,0,2,0,0
2017,CO,65~,STOOL,SHISPP,CIP,2,0,0,1,2,0
2017,HO,~14,URINE,ESCCOL,AMP,2355,33,9,2525,180,0
2017,HO,~14,URINE,ESCCOL,IPM,1,8,0,4691,389,13
2017,HO,~14,URINE,ESCCOL,MEM,3,2,0,5052,32,13
2017,HO,~14,URINE,ESCCOL,DOR,0,0,0,0,4815,287
2017,HO,~14,URINE,ESCCOL,CTX,835,29,7,3201,999,31
2017,HO,~14,URINE,ESCCOL,CRO,703,17,7,2815,1553,7
2017,HO,~14,URINE,ESCCOL,CAZ,448,194,0,4419,24,17
2017,HO,~14,URINE,ESCCOL,FEP,539,51,5,3986,519,2
2017,HO,~14,URINE,ESCCOL,COL,0,0,0,0,5024,78
2017,HO,~14,URINE,ESCCOL,LVX,1139,46,6,3686,225,0
2017,HO,~14,URINE,ESCCOL,CIP,629,15,0,1792,2663,3
2017,HO,~14,URINE,ESCCOL,J01EE,883,0,0,2938,1241,40
2017,HO,~14,URINE,KLEPNE,IPM,8,6,0,853,82,3
2017,HO,~14,URINE,KLEPNE,MEM,11,8,0,923,7,3
2017,HO,~14,URINE,KLEPNE,DOR,0,0,0,0,887,65
2017,HO,~14,URINE,KLEPNE,CTX,140,6,0,632,161,13
2017,HO,~14,URINE,KLEPNE,CRO,129,3,0,519,299,2
2017,HO,~14,URINE,KLEPNE,CAZ,103,26,0,804,15,4
2017,HO,~14,URINE,KLEPNE,FEP,88,17,0,756,91,0
2017,HO,~14,URINE,KLEPNE,COL,0,0,0,0,925,27
2017,HO,~14,URINE,KLEPNE,LVX,30,20,0,855,47,0
2017,HO,~14,URINE,KLEPNE,CIP,35,16,0,404,497,0
2017,HO,~14,URINE,KLEPNE,J01EE,186,0,0,530,233,3
2017,HO,~14,BLOOD,ESCCOL,AMP,120,1,0,108,16,0
2017,HO,~14,BLOOD,ESCCOL,IPM,0,1,0,217,26,1
2017,HO,~14,BLOOD,ESCCOL,MEM,0,1,0,227,16,1
2017,HO,~14,BLOOD,ESCCOL,DOR,0,0,0,0,220,25
2017,HO,~14,BLOOD,ESCCOL,CTX,38,1,0,156,48,2
2017,HO,~14,BLOOD,ESCCOL,CRO,30,2,0,134,79,0
2017,HO,~14,BLOOD,ESCCOL,CAZ,20,8,0,210,6,1
2017,HO,~14,BLOOD,ESCCOL,FEP,28,6,0,186,25,0
2017,HO,~14,BLOOD,ESCCOL,COL,0,0,0,0,232,13
2017,HO,~14,BLOOD,ESCCOL,LVX,61,2,0,158,24,0
2017,HO,~14,BLOOD,ESCCOL,CIP,37,1,0,86,121,0
2017,HO,~14,BLOOD,ESCCOL,J01EE,55,0,0,118,66,6
2017,HO,~14,BLOOD,KLEPNE,IPM,1,1,0,80,11,1
2017,HO,~14,BLOOD,KLEPNE,MEM,2,0,0,89,2,1
2017,HO,~14,BLOOD,KLEPNE,DOR,0,0,0,0,85,9
2017,HO,~14,BLOOD,KLEPNE,CTX,12,0,0,58,22,2
2017,HO,~14,BLOOD,KLEPNE,CRO,9,0,0,54,31,0
2017,HO,~14,BLOOD,KLEPNE,CAZ,8,2,0,78,5,1
2017,HO,~14,BLOOD,KLEPNE,FEP,5,1,0,86,2,0
2017,HO,~14,BLOOD,KLEPNE,COL,0,0,0,0,88,6
2017,HO,~14,BLOOD,KLEPNE,LVX,4,4,0,83,3,0
2017,HO,~14,BLOOD,KLEPNE,CIP,4,0,0,44,46,0
2017,HO,~14,BLOOD,KLEPNE,J01EE,19,0,0,40,32,3
2017,HO,~14,BLOOD,ACISPP,IPM,1,0,0,9,12,0
2017,HO,~14,BLOOD,ACISPP,MEM,1,0,0,20,1,0
2017,HO,~14,BLOOD,ACISPP,DOR,0,0,0,0,11,11
2017,HO,~14,BLOOD,ACISPP,COL,2,0,0,9,11,0
2017,HO,~14,BLOOD,ACISPP,AMK,0,0,0,20,2,0
2017,HO,~14,BLOOD,ACISPP,MNO,0,0,0,19,3,0
2017,HO,~14,BLOOD,STAAUR,OXA,128,0,0,266,0,0
2017,HO,~14,BLOOD,STRPNE,CTX,0,2,0,122,29,0
2017,HO,~14,BLOOD,STRPNE,CRO,0,1,0,131,21,0
2017,HO,~14,BLOOD,STRPNE,J01EE,32,21,0,63,37,0
2017,HO,~14,BLOOD,STRPNE,OXA,0,0,0,0,152,1
2017,HO,~14,BLOOD,STRPNE,PEN,1,0,0,152,0,0
2017,HO,~14,BLOOD,SALSPP,IPM,0,0,0,27,3,0
2017,HO,~14,BLOOD,SALSPP,MEM,0,0,0,28,2,0
2017,HO,~14,BLOOD,SALSPP,DOR,0,0,0,0,29,1
2017,HO,~14,BLOOD,SALSPP,CTX,0,0,0,23,7,0
2017,HO,~14,BLOOD,SALSPP,CRO,0,0,0,18,12,0
2017,HO,~14,BLOOD,SALSPP,CAZ,0,0,0,29,1,0
2017,HO,~14,BLOOD,SALSPP,LVX,1,0,0,27,2,0
2017,HO,~14,BLOOD,SALSPP,CIP,0,0,0,13,17,0
2017,HO,~14,STOOL,SALSPP,IPM,0,1,0,296,31,0
2017,HO,~14,STOOL,SALSPP,MEM,0,1,0,284,43,0
2017,HO,~14,STOOL,SALSPP,DOR,0,0,0,0,317,11
2017,HO,~14,STOOL,SALSPP,CTX,5,0,0,232,89,2
2017,HO,~14,STOOL,SALSPP,CRO,5,0,0,232,90,1
2017,HO,~14,STOOL,SALSPP,CAZ,3,1,0,291,31,2
2017,HO,~14,STOOL,SALSPP,LVX,2,5,0,302,19,0
2017,HO,~14,STOOL,SALSPP,CIP,0,0,0,120,208,0
2017,HO,~14,STOOL,SHISPP,CTX,0,0,0,0,0,0
2017,HO,~14,STOOL,SHISPP,CRO,0,0,0,0,0,0
2017,HO,~14,STOOL,SHISPP,CAZ,0,0,0,0,0,0
2017,HO,~14,STOOL,SHISPP,LVX,0,0,0,0,0,0
2017,HO,~14,STOOL,SHISPP,CIP,0,0,0,0,0,0
2017,HO,15~64,URINE,ESCCOL,AMP,8509,148,41,8471,881,22
2017,HO,15~64,URINE,ESCCOL,IPM,6,14,0,16454,1546,52
2017,HO,15~64,URINE,ESCCOL,MEM,17,2,0,17950,53,50
2017,HO,15~64,URINE,ESCCOL,DOR,0,0,0,0,16691,1381
2017,HO,15~64,URINE,ESCCOL,CTX,3211,77,21,10175,4449,139
2017,HO,15~64,URINE,ESCCOL,CRO,3177,44,16,10050,4758,27
2017,HO,15~64,URINE,ESCCOL,CAZ,1893,747,0,15273,73,86
2017,HO,15~64,URINE,ESCCOL,FEP,2267,277,14,13719,1789,6
2017,HO,15~64,URINE,ESCCOL,COL,0,0,0,0,17657,415
2017,HO,15~64,URINE,ESCCOL,LVX,6650,274,29,10931,188,0
2017,HO,15~64,URINE,ESCCOL,CIP,3279,52,10,5408,9315,8
2017,HO,15~64,URINE,ESCCOL,J01EE,3386,0,0,10167,4440,79
2017,HO,15~64,URINE,KLEPNE,IPM,15,20,0,3870,336,16
2017,HO,15~64,URINE,KLEPNE,MEM,22,10,0,4199,10,16
2017,HO,15~64,URINE,KLEPNE,DOR,0,0,0,0,3907,350
2017,HO,15~64,URINE,KLEPNE,CTX,401,15,4,2736,1064,37
2017,HO,15~64,URINE,KLEPNE,CRO,393,20,3,2670,1159,12
2017,HO,15~64,URINE,KLEPNE,CAZ,299,66,0,3782,78,32
2017,HO,15~64,URINE,KLEPNE,FEP,281,35,4,3497,440,0
2017,HO,15~64,URINE,KLEPNE,COL,0,0,0,0,4145,112
2017,HO,15~64,URINE,KLEPNE,LVX,188,91,0,3903,75,0
2017,HO,15~64,URINE,KLEPNE,CIP,124,59,0,1812,2261,1
2017,HO,15~64,URINE,KLEPNE,J01EE,639,0,0,2577,1021,20
2017,HO,15~64,BLOOD,ESCCOL,AMP,1653,22,7,1903,155,0
2017,HO,15~64,BLOOD,ESCCOL,IPM,1,2,0,3407,317,13
2017,HO,15~64,BLOOD,ESCCOL,MEM,2,0,0,3709,17,12
2017,HO,15~64,BLOOD,ESCCOL,DOR,0,0,0,0,3411,329
2017,HO,15~64,BLOOD,ESCCOL,CTX,550,15,5,2257,877,36
2017,HO,15~64,BLOOD,ESCCOL,CRO,536,9,3,2144,1042,6
2017,HO,15~64,BLOOD,ESCCOL,CAZ,331,135,0,3232,26,16
2017,HO,15~64,BLOOD,ESCCOL,FEP,392,51,5,2927,365,0
2017,HO,15~64,BLOOD,ESCCOL,COL,0,0,0,0,3648,92
2017,HO,15~64,BLOOD,ESCCOL,LVX,1101,43,5,2473,118,0
2017,HO,15~64,BLOOD,ESCCOL,CIP,566,9,1,1273,1890,1
2017,HO,15~64,BLOOD,ESCCOL,J01EE,698,0,0,2057,953,32
2017,HO,15~64,BLOOD,KLEPNE,IPM,3,8,0,1587,145,7
2017,HO,15~64,BLOOD,KLEPNE,MEM,7,3,0,1729,5,6
2017,HO,15~64,BLOOD,KLEPNE,DOR,0,0,0,0,1577,173
2017,HO,15~64,BLOOD,KLEPNE,CTX,116,6,0,1184,429,15
2017,HO,15~64,BLOOD,KLEPNE,CRO,106,4,0,1142,496,2
2017,HO,15~64,BLOOD,KLEPNE,CAZ,81,16,0,1591,47,15
2017,HO,15~64,BLOOD,KLEPNE,FEP,70,12,2,1502,164,0
2017,HO,15~64,BLOOD,KLEPNE,COL,0,0,0,0,1702,48
2017,HO,15~64,BLOOD,KLEPNE,LVX,46,17,0,1619,68,0
2017,HO,15~64,BLOOD,KLEPNE,CIP,40,12,0,806,892,0
