YEAR,ORIGIN,AGEGROUP,SPECIMEN,PATHOGEN,ANTIBIOTIC,RESISTANT,INTERMEDIATE,NONSUSCEPTIBLE,SUSCEPTIBLE,UNKNOWN_NO_AST,UNKNOWN_NO_BREAKPOINTS
2017,CO,~14,BLOOD,SALSPP,MEM,0,0,0,39,2,0
2017,CO,~14,BLOOD,SALSPP,DOR,0,0,0,0,37,4
2017,CO,~14,BLOOD,SALSPP,CTX,0,0,0,30,11,0
2017,CO,~14,BLOOD,SALSPP,CRO,0,0,0,30,11,0
2017,CO,~14,BLOOD,SALSPP,CAZ,0,0,0,35,6,0
2017,CO,~14,BLOOD,SALSPP,LVX,0,0,0,41,0,0
2017,CO,~14,BLOOD,SALSPP,CIP,0,0,0,18,23,0
2017,CO,~14,STOOL,SALSPP,IPM,0,0,0,1007,101,4
2017,CO,~14,STOOL,SALSPP,MEM,1,0,0,1063,44,4
2017,CO,~14,STOOL,SALSPP,DOR,0,0,0,0,1071,41
2017,CO,~14,STOOL,SALSPP,CTX,10,0,0,830,264,8
2017,CO,~14,STOOL,SALSPP,CRO,16,2,0,744,347,3
2017,CO,~14,STOOL,SALSPP,CAZ,11,2,0,1021,70,8
2017,CO,~14,STOOL,SALSPP,LVX,3,6,0,1103,0,0
2017,CO,~14,STOOL,SALSPP,CIP,4,1,0,519,586,2
2017,CO,~14,STOOL,SHISPP,CTX,1,0,0,4,2,0
2017,CO,~14,STOOL,SHISPP,CRO,0,0,0,5,2,0
2017,CO,~14,STOOL,SHISPP,CAZ,0,1,0,6,0,0
2017,CO,~14,STOOL,SHISPP,LVX,1,1,0,5,0,0
2017,CO,~14,STOOL,SHISPP,CIP,1,0,0,1,5,0
2017,CO,15~64,URINE,ESCCOL,AMP,14612,262,61,24577,2864,2
2017,CO,15~64,URINE,ESCCOL,IPM,10,13,0,37500,4489,366
2017,CO,15~64,URINE,ESCCOL,MEM,8,4,0,41574,461,331
2017,CO,15~64,URINE,ESCCOL,DOR,0,0,0,0,39804,2574
2017,CO,15~64,URINE,ESCCOL,CTX,3948,116,30,26875,11023,386
2017,CO,15~64,URINE,ESCCOL,CRO,3749,56,8,26909,11625,31
2017,CO,15~64,URINE,ESCCOL,CAZ,1953,828,2,37251,1868,476
2017,CO,15~64,URINE,ESCCOL,FEP,2508,273,15,33767,5795,20
2017,CO,15~64,URINE,ESCCOL,COL,0,0,0,0,41856,522
2017,CO,15~64,URINE,ESCCOL,LVX,9628,520,42,32120,68,0
2017,CO,15~64,URINE,ESCCOL,CIP,4816,83,26,14839,22591,23
2017,CO,15~64,URINE,ESCCOL,J01EE,5530,0,0,27258,9487,103
2017,CO,15~64,URINE,KLEPNE,IPM,1,10,0,4348,428,23
2017,CO,15~64,URINE,KLEPNE,MEM,1,2,0,4765,20,22
2017,CO,15~64,URINE,KLEPNE,DOR,0,0,0,0,4504,306
2017,CO,15~64,URINE,KLEPNE,CTX,278,6,2,3345,1142,37
2017,CO,15~64,URINE,KLEPNE,CRO,252,4,2,3207,1335,10
2017,CO,15~64,URINE,KLEPNE,CAZ,143,40,0,4452,134,41
2017,CO,15~64,URINE,KLEPNE,FEP,144,19,3,4060,582,2
2017,CO,15~64,URINE,KLEPNE,COL,0,0,0,0,4751,59
2017,CO,15~64,URINE,KLEPNE,LVX,121,62,0,4580,47,0
2017,CO,15~64,URINE,KLEPNE,CIP,70,34,0,2100,2606,0
2017,CO,15~64,URINE,KLEPNE,J01EE,504,0,0,3243,1052,11
2017,CO,15~64,BLOOD,ESCCOL,AMP,1230,23,2,2128,124,0
2017,CO,15~64,BLOOD,ESCCOL,IPM,2,0,0,3188,306,11
2017,CO,15~64,BLOOD,ESCCOL,MEM,0,0,0,3491,5,11
2017,CO,15~64,BLOOD,ESCCOL,DOR,0,0,0,0,3273,234
2017,CO,15~64,BLOOD,ESCCOL,CTX,359,8,1,2323,797,19
2017,CO,15~64,BLOOD,ESCCOL,CRO,354,4,0,2239,909,1
2017,CO,15~64,BLOOD,ESCCOL,CAZ,179,78,0,3147,73,30
2017,CO,15~64,BLOOD,ESCCOL,FEP,252,35,1,2970,249,0
2017,CO,15~64,BLOOD,ESCCOL,COL,0,0,0,0,3452,55
2017,CO,15~64,BLOOD,ESCCOL,LVX,725,41,2,2658,81,0
2017,CO,15~64,BLOOD,ESCCOL,CIP,348,6,2,1304,1844,3
2017,CO,15~64,BLOOD,ESCCOL,J01EE,526,0,0,2157,804,20
2017,CO,15~64,BLOOD,KLEPNE,IPM,0,0,0,1117,104,4
2017,CO,15~64,BLOOD,KLEPNE,MEM,0,0,0,1215,6,4
2017,CO,15~64,BLOOD,KLEPNE,DOR,0,0,0,0,1142,83
2017,CO,15~64,BLOOD,KLEPNE,CTX,23,1,0,907,285,9
2017,CO,15~64,BLOOD,KLEPNE,CRO,28,3,0,886,308,0
2017,CO,15~64,BLOOD,KLEPNE,CAZ,19,3,0,1165,26,12
2017,CO,15~64,BLOOD,KLEPNE,FEP,18,1,0,1103,103,0
2017,CO,15~64,BLOOD,KLEPNE,COL,0,0,0,0,1194,31
2017,CO,15~64,BLOOD,KLEPNE,LVX,11,6,0,1174,34,0
2017,CO,15~64,BLOOD,KLEPNE,CIP,9,5,0,528,683,0
2017,CO,15~64,BLOOD,KLEPNE,J01EE,59,0,0,917,245,4
2017,CO,15~64,BLOOD,ACISPP,IPM,0,0,0,16,10,0
2017,CO,15~64,BLOOD,ACISPP,MEM,0,0,0,26,0,0
2017,CO,15~64,BLOOD,ACISPP,DOR,0,0,0,0,19,7
2017,CO,15~64,BLOOD,ACISPP,COL,0,0,0,8,18,0
2017,CO,15~64,BLOOD,ACISPP,AMK,0,0,0,25,1,0
2017,CO,15~64,BLOOD,ACISPP,MNO,0,0,0,22,4,0
2017,CO,15~64,BLOOD,STAAUR,OXA,331,0,0,1222,0,0
2017,CO,15~64,BLOOD,STRPNE,CTX,0,6,0,389,80,0
2017,CO,15~64,BLOOD,STRPNE,CRO,1,2,0,435,37,0
2017,CO,15~64,BLOOD,STRPNE,J01EE,90,40,1,234,106,4
2017,CO,15~64,BLOOD,STRPNE,OXA,0,0,0,0,472,3
2017,CO,15~64,BLOOD,STRPNE,PEN,0,3,0,471,1,0
2017,CO,15~64,BLOOD,SALSPP,IPM,0,0,0,76,18,0
2017,CO,15~64,BLOOD,SALSPP,MEM,0,0,0,87,7,0
2017,CO,15~64,BLOOD,SALSPP,DOR,0,0,0,0,90,4
2017,CO,15~64,BLOOD,SALSPP,CTX,2,1,0,71,20,0
2017,CO,15~64,BLOOD,SALSPP,CRO,2,1,0,66,25,0
2017,CO,15~64,BLOOD,SALSPP,CAZ,2,0,0,90,2,0
2017,CO,15~64,BLOOD,SALSPP,LVX,3,1,0,87,3,0
2017,CO,15~64,BLOOD,SALSPP,CIP,2,1,0,27,64,0
2017,CO,15~64,STOOL,SALSPP,IPM,0,1,0,794,93,3
2017,CO,15~64,STOOL,SALSPP,MEM,0,0,0,862,27,2
2017,CO,15~64,STOOL,SALSPP,DOR,0,0,0,0,839,52
2017,CO,15~64,STOOL,SALSPP,CTX,19,2,0,632,237,1
2017,CO,15~64,STOOL,SALSPP,CRO,14,2,0,623,251,1
2017,CO,15~64,STOOL,SALSPP,CAZ,23,1,0,807,57,3
2017,CO,15~64,STOOL,SALSPP,LVX,8,3,0,876,4,0
2017,CO,15~64,STOOL,SALSPP,CIP,8,0,0,366,516,1
2017,CO,15~64,STOOL,SHISPP,CTX,3,0,0,28,15,0
2017,CO,15~64,STOOL,SHISPP,CRO,4,0,0,25,17,0
2017,CO,15~64,STOOL,SHISPP,CAZ,0,0,0,44,2,0
2017,CO,15~64,STOOL,SHISPP,LVX,3,16,0,21,6,0
2017,CO,15~64,STOOL,SHISPP,CIP,10,0,0,6,30,0
2017,CO,65~,URINE,ESCCOL,AMP,60625,1156,319,73332,7938,30
2017,CO,65~,URINE,ESCCOL,IPM,30,70,0,129707,12346,1247
2017,CO,65~,URINE,ESCCOL,MEM,58,18,0,141971,209,1144
2017,CO,65~,URINE,ESCCOL,DOR,0,0,0,0,134796,8604
2017,CO,65~,URINE,ESCCOL,CTX,22487,435,105,85139,34021,1213
2017,CO,65~,URINE,ESCCOL,CRO,21104,225,43,82007,39917,104
2017,CO,65~,URINE,ESCCOL,CAZ,11441,4680,12,121719,4074,1474
2017,CO,65~,URINE,ESCCOL,FEP,14727,1700,77,108904,17871,121
2017,CO,65~,URINE,ESCCOL,COL,0,0,0,0,141661,1739
2017,CO,65~,URINE,ESCCOL,LVX,53814,3532,296,85334,424,0
2017,CO,65~,URINE,ESCCOL,CIP,26773,344,168,39508,76564,43
2017,CO,65~,URINE,ESCCOL,J01EE,21072,0,0,91917,29943,468
2017,CO,65~,URINE,KLEPNE,IPM,9,67,0,25193,2367,283
2017,CO,65~,URINE,KLEPNE,MEM,13,6,0,27601,30,269
2017,CO,65~,URINE,KLEPNE,DOR,0,0,0,0,26280,1639
2017,CO,65~,URINE,KLEPNE,CTX,1309,51,9,19987,6229,334
2017,CO,65~,URINE,KLEPNE,CRO,1239,43,2,18937,7667,31
2017,CO,65~,URINE,KLEPNE,CAZ,748,167,0,26086,560,358
2017,CO,65~,URINE,KLEPNE,FEP,773,121,7,23897,3111,10
2017,CO,65~,URINE,KLEPNE,COL,0,0,0,0,27577,342
2017,CO,65~,URINE,KLEPNE,LVX,591,333,8,26828,159,0
2017,CO,65~,URINE,KLEPNE,CIP,428,177,11,12139,15163,1
2017,CO,65~,URINE,KLEPNE,J01EE,2315,0,0,19958,5556,90
2017,CO,65~,BLOOD,ESCCOL,AMP,10100,209,24,15082,1277,0
2017,CO,65~,BLOOD,ESCCOL,IPM,3,10,0,24178,2353,148
2017,CO,65~,BLOOD,ESCCOL,MEM,5,3,0,26546,0,138
2017,CO,65~,BLOOD,ESCCOL,DOR,0,0,0,0,25210,1482
2017,CO,65~,BLOOD,ESCCOL,CTX,3720,92,13,16492,6184,191
2017,CO,65~,BLOOD,ESCCOL,CRO,3398,43,5,15733,7509,4
2017,CO,65~,BLOOD,ESCCOL,CAZ,2012,737,1,23266,430,246
2017,CO,65~,BLOOD,ESCCOL,FEP,2504,350,11,21471,2346,10
2017,CO,65~,BLOOD,ESCCOL,COL,0,0,0,0,26435,257
2017,CO,65~,BLOOD,ESCCOL,LVX,7290,356,19,18370,657,0
2017,CO,65~,BLOOD,ESCCOL,CIP,3563,58,11,8789,14259,12
2017,CO,65~,BLOOD,ESCCOL,J01EE,3719,0,0,17048,5755,170
2017,CO,65~,BLOOD,KLEPNE,IPM,2,13,0,8032,665,52
2017,CO,65~,BLOOD,KLEPNE,MEM,4,1,0,8712,0,47
2017,CO,65~,BLOOD,KLEPNE,DOR,0,0,0,0,8312,452
2017,CO,65~,BLOOD,KLEPNE,CTX,266,11,4,6567,1853,63
2017,CO,65~,BLOOD,KLEPNE,CRO,213,7,1,6208,2335,0
2017,CO,65~,BLOOD,KLEPNE,CAZ,143,42,0,8341,164,74
2017,CO,65~,BLOOD,KLEPNE,FEP,148,32,2,7793,787,2
2017,CO,65~,BLOOD,KLEPNE,COL,0,0,0,0,8666,98
2017,CO,65~,BLOOD,KLEPNE,LVX,109,55,0,8373,227,0
2017,CO,65~,BLOOD,KLEPNE,CIP,79,38,1,3736,4910,0
2017,CO,65~,BLOOD,KLEPNE,J01EE,439,0,0,6485,1784,56
2017,CO,65~,BLOOD,ACISPP,IPM,0,0,0,72,53,0
2017,CO,65~,BLOOD,ACISPP,MEM,0,0,0,123,1,1
2017,CO,65~,BLOOD,ACISPP,DOR,0,0,0,0,88,37
2017,CO,65~,BLOOD,ACISPP,COL,1,0,0,32,92,0
2017,CO,65~,BLOOD,ACISPP,AMK,1,0,0,121,3,0
2017,CO,65~,BLOOD,ACISPP,MNO,0,0,0,107,18,0
2017,CO,65~,BLOOD,STAAUR,OXA,1467,0,0,3030,0,0
2017,CO,65~,BLOOD,STRPNE,CTX,1,3,0,925,224,0
2017,CO,65~,BLOOD,STRPNE,CRO,4,5,0,1037,107,0
2017,CO,65~,BLOOD,STRPNE,J01EE,159,112,0,622,256,4
2017,CO,65~,BLOOD,STRPNE,OXA,0,0,0,0,1142,11
2017,CO,65~,BLOOD,STRPNE,PEN,1,6,0,1146,0,0
2017,CO,65~,BLOOD,SALSPP,IPM,0,0,0,103,14,0
2017,CO,65~,BLOOD,SALSPP,MEM,0,0,0,106,11,0
2017,CO,65~,BLOOD,SALSPP,DOR,0,0,0,0,109,8
2017,CO,65~,BLOOD,SALSPP,CTX,0,0,0,80,37,0
2017,CO,65~,BLOOD,SALSPP,CRO,0,0,0,73,44,0
2017,CO,65~,BLOOD,SALSPP,CAZ,0,0,0,106,11,0
2017,CO,65~,BLOOD,SALSPP,LVX,0,1,0,114,2,0
2017,CO,65~,BLOOD,SALSPP,CIP,0,2,0,56,59,0
2017,CO,65~,STOOL,SALSPP,IPM,0,0,0,265,31,1
2017,CO,65~,STOOL,SALSPP,MEM,0,0,0,291,6,0
2017,CO,65~,STOOL,SALSPP,DOR,0,0,0,0,283,14
2017,CO,65~,STOOL,SALSPP,CTX,4,0,0,217,75,1
2017,CO,65~,STOOL,SALSPP,CRO,4,0,0,199,94,0
2017,CO,65~,STOOL,SALSPP,CAZ,5,0,0,281,11,0
2017,CO,65~,STOOL,SALSPP,LVX,2,0,0,295,0,0
2017,CO,65~,STOOL,SALSPP,CIP,0,0,0,121,176,0
2017,CO,65~,STOOL,SHISPP,CTX,0,0,0,1,4,0
2017,CO,65~,STOOL,SHISPP,CRO,0,0,0,4,1,0
2017,CO,65~,STOOL,SHISPP,CAZ,0,0,0,5,0,0
2017,CO,65~,STOOL,SHISPP,LVX,0,3,0,2,0,0
2017,CO,65~,STOOL,SHISPP,CIP,2,0,0,1,2,0
2017,HO,~14,URINE,ESCCOL,AMP,2582,33,10,2559,224,0
2017,HO,~14,URINE,ESCCOL,IPM,2,8,0,5000,384,14
2017,HO,~14,URINE,ESCCOL,MEM,4,3,0,5387,0,14
2017,HO,~14,URINE,ESCCOL,DOR,0,0,0,0,5104,304
2017,HO,~14,URINE,ESCCOL,CTX,937,29,7,3308,1095,32
2017,HO,~14,URINE,ESCCOL,CRO,802,17,7,2922,1653,7
2017,HO,~14,URINE,ESCCOL,CAZ,502,201,0,4614,73,18
2017,HO,~14,URINE,ESCCOL,FEP,604,52,5,4154,591,2
2017,HO,~14,URINE,ESCCOL,COL,0,0,0,0,5324,84
2017,HO,~14,URINE,ESCCOL,LVX,1247,50,6,3849,256,0
2017,HO,~14,URINE,ESCCOL,CIP,687,15,0,1859,2844,3
2017,HO,~14,URINE,ESCCOL,J01EE,970,0,0,3060,1333,45
2017,HO,~14,URINE,KLEPNE,IPM,10,8,0,970,94,3
2017,HO,~14,URINE,KLEPNE,MEM,18,9,0,1053,2,3
2017,HO,~14,URINE,KLEPNE,DOR,0,0,0,0,1014,71
2017,HO,~14,URINE,KLEPNE,CTX,179,6,0,706,176,18
2017,HO,~14,URINE,KLEPNE,CRO,167,3,0,591,322,2
2017,HO,~14,URINE,KLEPNE,CAZ,133,29,0,898,20,5
2017,HO,~14,URINE,KLEPNE,FEP,105,19,0,847,114,0
2017,HO,~14,URINE,KLEPNE,COL,0,0,0,0,1055,30
2017,HO,~14,URINE,KLEPNE,LVX,31,22,0,980,52,0
2017,HO,~14,URINE,KLEPNE,CIP,37,17,0,448,583,0
2017,HO,~14,URINE,KLEPNE,J01EE,223,0,0,605,254,3
2017,HO,~14,BLOOD,ESCCOL,AMP,142,1,0,122,12,0
2017,HO,~14,BLOOD,ESCCOL,IPM,0,1,0,256,19,1
2017,HO,~14,BLOOD,ESCCOL,MEM,0,1,0,267,8,1
2017,HO,~14,BLOOD,ESCCOL,DOR,0,0,0,0,251,26
2017,HO,~14,BLOOD,ESCCOL,CTX,46,1,0,177,51,2
2017,HO,~14,BLOOD,ESCCOL,CRO,35,2,0,155,85,0
2017,HO,~14,BLOOD,ESCCOL,CAZ,21,8,0,241,6,1
2017,HO,~14,BLOOD,ESCCOL,FEP,31,6,0,217,23,0
2017,HO,~14,BLOOD,ESCCOL,COL,0,0,0,0,263,14
2017,HO,~14,BLOOD,ESCCOL,LVX,65,2,0,190,20,0
2017,HO,~14,BLOOD,ESCCOL,CIP,39,1,0,97,140,0
2017,HO,~14,BLOOD,ESCCOL,J01EE,63,0,0,140,67,7
2017,HO,~14,BLOOD,KLEPNE,IPM,1,1,0,113,11,2
2017,HO,~14,BLOOD,KLEPNE,MEM,2,0,0,123,1,2
2017,HO,~14,BLOOD,KLEPNE,DOR,0,0,0,0,117,11
2017,HO,~14,BLOOD,KLEPNE,CTX,22,0,0,77,26,3
2017,HO,~14,BLOOD,KLEPNE,CRO,15,0,0,69,44,0
2017,HO,~14,BLOOD,KLEPNE,CAZ,14,2,0,104,6,2
2017,HO,~14,BLOOD,KLEPNE,FEP,9,1,0,114,4,0
2017,HO,~14,BLOOD,KLEPNE,COL,0,0,0,0,119,9
2017,HO,~14,BLOOD,KLEPNE,LVX,7,4,0,110,7,0
2017,HO,~14,BLOOD,KLEPNE,CIP,7,0,0,55,66,0
2017,HO,~14,BLOOD,KLEPNE,J01EE,25,0,0,58,40,5
2017,HO,~14,BLOOD,ACISPP,IPM,1,0,0,12,14,0
2017,HO,~14,BLOOD,ACISPP,MEM,1,0,0,26,0,0
2017,HO,~14,BLOOD,ACISPP,DOR,0,0,0,0,9,18
2017,HO,~14,BLOOD,ACISPP,COL,3,0,0,10,14,0
2017,HO,~14,BLOOD,ACISPP,AMK,0,0,0,27,0,0
2017,HO,~14,BLOOD,ACISPP,MNO,0,0,0,24,3,0
2017,HO,~14,BLOOD,STAAUR,OXA,195,0,0,342,0,0
2017,HO,~14,BLOOD,STRPNE,CTX,0,2,0,128,29,0
2017,HO,~14,BLOOD,STRPNE,CRO,0,1,0,138,20,0
2017,HO,~14,BLOOD,STRPNE,J01EE,33,22,0,67,37,0
2017,HO,~14,BLOOD,STRPNE,OXA,0,0,0,0,158,1
2017,HO,~14,BLOOD,STRPNE,PEN,1,0,0,158,0,0
2017,HO,~14,BLOOD,SALSPP,IPM,0,0,0,27,3,0
2017,HO,~14,BLOOD,SALSPP,MEM,0,0,0,28,2,0
2017,HO,~14,BLOOD,SALSPP,DOR,0,0,0,0,29,1
2017,HO,~14,BLOOD,SALSPP,CTX,0,0,0,23,7,0
2017,HO,~14,BLOOD,SALSPP,CRO,0,0,0,18,12,0
2017,HO,~14,BLOOD,SALSPP,CAZ,0,0,0,29,1,0
2017,HO,~14,BLOOD,SALSPP,LVX,1,0,0,27,2,0
2017,HO,~14,BLOOD,SALSPP,CIP,0,0,0,13,17,0
2017,HO,~14,STOOL,SALSPP,IPM,0,1,0,312,29,0
2017,HO,~14,STOOL,SALSPP,MEM,0,1,0,288,53,0
2017,HO,~14,STOOL,SALSPP,DOR,0,0,0,0,331,11
2017,HO,~14,STOOL,SALSPP,CTX,5,0,0,236,99,2
2017,HO,~14,STOOL,SALSPP,CRO,5,0,0,234,102,1
2017,HO,~14,STOOL,SALSPP,CAZ,3,1,0,295,41,2
2017,HO,~14,STOOL,SALSPP,LVX,2,6,0,315,19,0
2017,HO,~14,STOOL,SALSPP,CIP,0,0,0,122,220,0
2017,HO,~14,STOOL,SHISPP,CTX,0,0,0,0,0,0
2017,HO,~14,STOOL,SHISPP,CRO,0,0,0,0,0,0
2017,HO,~14,STOOL,SHISPP,CAZ,0,0,0,0,0,0
2017,HO,~14,STOOL,SHISPP,LVX,0,0,0,0,0,0
2017,HO,~14,STOOL,SHISPP,CIP,0,0,0,0,0,0
2017,HO,15~64,URINE,ESCCOL,AMP,9600,149,43,8677,1220,27
2017,HO,15~64,URINE,ESCCOL,IPM,6,14,0,17933,1705,58
2017,HO,15~64,URINE,ESCCOL,MEM,22,2,0,19634,2,56
2017,HO,15~64,URINE,ESCCOL,DOR,0,0,0,0,18247,1469
2017,HO,15~64,URINE,ESCCOL,CTX,3687,81,23,10725,5054,146
2017,HO,15~64,URINE,ESCCOL,CRO,3692,48,18,10621,5307,30
2017,HO,15~64,URINE,ESCCOL,CAZ,2120,793,0,16340,365,98
2017,HO,15~64,URINE,ESCCOL,FEP,2540,283,15,14658,2212,8
2017,HO,15~64,URINE,ESCCOL,COL,0,0,0,0,19279,437
2017,HO,15~64,URINE,ESCCOL,LVX,7567,293,31,11437,388,0
2017,HO,15~64,URINE,ESCCOL,CIP,3678,56,10,5618,10346,8
2017,HO,15~64,URINE,ESCCOL,J01EE,3813,0,0,10811,5007,85
2017,HO,15~64,URINE,KLEPNE,IPM,18,23,0,4462,375,18
2017,HO,15~64,URINE,KLEPNE,MEM,27,11,0,4834,6,18
2017,HO,15~64,URINE,KLEPNE,DOR,0,0,0,0,4520,376
2017,HO,15~64,URINE,KLEPNE,CTX,512,16,7,3124,1198,39
2017,HO,15~64,URINE,KLEPNE,CRO,493,21,5,3036,1327,14
2017,HO,15~64,URINE,KLEPNE,CAZ,380,68,0,4283,128,37
2017,HO,15~64,URINE,KLEPNE,FEP,339,36,4,3978,539,0
2017,HO,15~64,URINE,KLEPNE,COL,0,0,0,0,4778,118
2017,HO,15~64,URINE,KLEPNE,LVX,255,104,0,4416,121,0
2017,HO,15~64,URINE,KLEPNE,CIP,152,66,0,1931,2746,1
2017,HO,15~64,URINE,KLEPNE,J01EE,805,0,0,2916,1151,24
2017,HO,15~64,BLOOD,ESCCOL,AMP,1934,22,8,1987,211,0
2017,HO,15~64,BLOOD,ESCCOL,IPM,1,2,0,3792,352,15
2017,HO,15~64,BLOOD,ESCCOL,MEM,3,0,0,4138,7,14
2017,HO,15~64,BLOOD,ESCCOL,DOR,0,0,0,0,3803,359
2017,HO,15~64,BLOOD,ESCCOL,CTX,671,16,5,2429,1004,37
2017,HO,15~64,BLOOD,ESCCOL,CRO,651,9,3,2316,1177,6
2017,HO,15~64,BLOOD,ESCCOL,CAZ,377,144,0,3525,97,19
2017,HO,15~64,BLOOD,ESCCOL,FEP,460,51,5,3174,472,0
2017,HO,15~64,BLOOD,ESCCOL,COL,0,0,0,0,4060,102
2017,HO,15~64,BLOOD,ESCCOL,LVX,1308,44,5,2658,147,0
2017,HO,15~64,BLOOD,ESCCOL,CIP,655,9,1,1354,2142,1
2017,HO,15~64,BLOOD,ESCCOL,J01EE,822,0,0,2234,1072,34
2017,HO,15~64,BLOOD,KLEPNE,IPM,4,8,0,1881,165,8
2017,HO,15~64,BLOOD,KLEPNE,MEM,9,4,0,2041,5,7
2017,HO,15~64,BLOOD,KLEPNE,DOR,0,0,0,0,1874,192
2017,HO,15~64,BLOOD,KLEPNE,CTX,158,8,0,1399,486,15
2017,HO,15~64,BLOOD,KLEPNE,CRO,144,5,0,1341,572,4
2017,HO,15~64,BLOOD,KLEPNE,CAZ,108,17,0,1866,57,18
2017,HO,15~64,BLOOD,KLEPNE,FEP,93,12,2,1746,213,0
2017,HO,15~64,BLOOD,KLEPNE,COL,0,0,0,0,2011,55
2017,HO,15~64,BLOOD,KLEPNE,LVX,56,22,0,1913,75,0
