﻿COUNTRY,YEAR,SPECIMEN,PATHOGEN,GENDER,ORIGIN,AGEGROUP,ANTIBIOTIC,RESISTANT,INTERMEDIATE,NONSUSCEPTIBLE,SUSCEPTIBLE,UNKNOWN_NO_AST,UNKNOWN_NO_BREAKPOINTS,BATCHID
JPN,2017,URINE,ESCCOL,F,HO,05<14,AMP,331,1,2,263,38,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,AMP,334,6,2,341,28,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,AMP,434,6,2,445,64,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,AMP,706,14,2,848,103,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,AMP,1423,21,8,1596,173,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,AMP,2674,35,11,2701,400,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,AMP,6690,114,32,6780,1252,18,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,AMP,14082,284,82,14705,2817,4,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,AMP,18805,358,88,17966,4058,3,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,IPM,0,1,0,3459,322,11,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,IPM,1,1,0,687,85,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,IPM,0,1,0,549,44,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,IPM,0,0,0,425,62,5,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,IPM,0,1,0,522,86,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,IPM,0,1,0,983,102,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,IPM,2,1,0,1737,170,14,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,IPM,2,1,0,3718,357,27,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,IPM,2,3,0,10778,1076,81,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,IPM,4,16,0,16042,1464,130,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,IPM,3,6,0,9770,882,97,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,IPM,0,2,0,1747,137,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,IPM,1,0,0,415,40,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,IPM,0,1,0,352,15,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,IPM,0,0,0,338,30,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,IPM,0,0,0,365,27,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,IPM,0,1,0,733,78,2,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,IPM,2,2,0,1656,153,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,IPM,1,2,0,3565,360,12,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,IPM,1,5,0,9035,1004,38,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,IPM,6,10,0,14102,1731,67,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,IPM,2,7,0,9627,1189,59,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,IPM,0,0,0,1687,169,11,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,IPM,0,1,0,1374,172,8,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,IPM,1,0,0,1554,190,12,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,IPM,0,0,0,3179,471,45,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,IPM,2,0,0,4009,522,39,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,IPM,0,1,0,4796,633,58,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,IPM,1,4,0,7541,949,84,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,IPM,3,4,0,10590,1137,91,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,IPM,5,13,0,23007,2524,183,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,IPM,9,16,0,36012,3456,390,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,IPM,7,16,0,34098,2944,366,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,IPM,0,2,0,1094,66,5,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,IPM,0,2,0,811,75,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,IPM,1,1,0,581,51,1,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,IPM,1,0,0,654,52,4,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,IPM,0,0,0,895,56,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,IPM,0,1,0,1527,143,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,IPM,0,2,0,2871,337,11,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,IPM,2,6,0,5329,469,18,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,IPM,6,12,0,13383,1422,63,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,IPM,15,13,0,28372,3400,174,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,IPM,8,16,0,36572,4478,204,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,MEM,1,1,0,3780,0,11,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,MEM,1,0,0,773,0,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,MEM,2,0,0,592,0,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,MEM,0,0,0,487,0,5,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,MEM,0,0,0,610,0,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,MEM,2,0,0,1084,0,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,MEM,2,1,0,1894,13,14,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,MEM,3,0,0,4079,0,23,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,MEM,4,0,0,11867,0,69,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,MEM,12,6,0,17520,0,118,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,MEM,4,1,0,10658,0,95,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,MEM,0,0,0,1886,0,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,MEM,2,0,0,454,0,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,MEM,0,0,0,368,0,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,MEM,0,0,0,368,0,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,MEM,10,0,0,381,2,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,MEM,0,0,0,812,0,2,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,MEM,3,0,0,1810,0,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,MEM,6,1,0,3921,0,12,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,MEM,12,7,0,10026,0,38,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,MEM,18,4,0,15830,0,64,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,MEM,12,1,0,10814,0,57,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,MEM,1,0,0,1855,0,11,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,MEM,0,0,0,1548,0,7,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,MEM,0,0,0,1746,0,11,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,MEM,0,0,0,3584,66,45,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,MEM,1,0,0,4496,40,35,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,MEM,0,0,0,5367,70,51,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,MEM,0,1,0,8379,123,76,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,MEM,0,2,0,11594,149,80,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,MEM,7,2,0,25353,205,165,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,MEM,13,6,0,39504,4,356,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,MEM,18,3,0,37069,0,341,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,MEM,1,0,0,1161,0,5,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,MEM,0,0,0,888,0,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,MEM,1,3,0,630,0,1,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,MEM,0,0,0,707,0,4,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,MEM,0,0,0,951,0,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,MEM,0,0,0,1671,0,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,MEM,0,1,0,3209,0,11,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,MEM,3,0,0,5804,0,17,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,MEM,17,4,0,14803,0,62,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,MEM,27,9,0,31777,0,161,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,MEM,39,13,0,41036,0,190,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,DOR,0,0,0,0,3649,144,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,DOR,0,0,0,0,736,42,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,DOR,0,0,0,0,568,27,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,DOR,0,0,0,0,463,29,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,DOR,0,0,0,0,582,29,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,DOR,0,0,0,0,1025,62,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,DOR,0,0,0,0,1816,108,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,DOR,0,0,0,0,3851,254,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,DOR,0,0,0,0,11168,772,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,DOR,0,0,0,0,16517,1139,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,DOR,0,0,0,0,10109,649,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,DOR,0,0,0,0,1811,80,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,DOR,0,0,0,0,433,24,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,DOR,0,0,0,0,341,27,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,DOR,0,0,0,0,341,27,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,DOR,0,0,0,0,371,22,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,DOR,0,0,0,0,764,50,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,DOR,0,0,0,0,1672,146,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,DOR,0,0,0,0,3693,247,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,DOR,0,0,0,0,9396,687,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,DOR,0,0,0,0,14941,975,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,DOR,0,0,0,0,10190,694,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,DOR,0,0,0,0,1780,87,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,DOR,0,0,0,0,1480,75,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,DOR,0,0,0,0,1663,94,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,DOR,0,0,0,0,3461,234,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,DOR,0,0,0,0,4328,244,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,DOR,0,0,0,0,5160,328,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,DOR,0,0,0,0,8017,562,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,DOR,0,0,0,0,11101,724,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,DOR,0,0,0,0,24084,1648,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,DOR,0,0,0,0,37528,2355,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,DOR,0,0,0,0,35390,2041,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,DOR,0,0,0,0,1095,72,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,DOR,0,0,0,0,830,60,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,DOR,0,0,0,0,594,41,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,DOR,0,0,0,0,655,56,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,DOR,0,0,0,0,885,69,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,DOR,0,0,0,0,1516,157,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,DOR,0,0,0,0,2948,273,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,DOR,0,0,0,0,5402,422,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,DOR,0,0,0,0,13760,1126,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,DOR,0,0,0,0,29920,2054,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,DOR,0,0,0,0,38863,2415,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,CTX,396,11,0,2562,781,43,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,CTX,183,7,0,429,132,27,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,CTX,111,8,0,387,87,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,CTX,67,1,0,318,102,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,CTX,76,10,1,338,181,5,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,CTX,159,0,1,635,290,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,CTX,290,5,1,1167,438,23,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,CTX,674,16,1,2436,953,25,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,CTX,1989,33,9,7049,2763,97,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,CTX,3213,53,7,10096,4162,125,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,CTX,2310,35,8,5903,2422,80,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,CTX,223,5,3,1257,392,11,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,CTX,123,7,1,243,81,2,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,CTX,128,3,0,176,60,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,CTX,96,5,1,188,76,2,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,CTX,94,0,0,198,97,4,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,CTX,210,5,0,369,225,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,CTX,425,8,4,891,484,6,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,CTX,896,10,4,2023,982,25,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,CTX,2280,39,22,4860,2810,72,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,CTX,3721,68,21,7488,4520,98,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,CTX,2696,35,19,4911,3170,53,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,CTX,203,3,0,1248,397,16,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,CTX,228,2,0,1009,297,19,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,CTX,178,8,0,1187,358,26,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,CTX,227,7,2,2409,995,55,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,CTX,294,15,0,3028,1202,33,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,CTX,377,16,4,3548,1491,52,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,CTX,594,10,8,5535,2335,97,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,CTX,1190,36,12,7461,3036,90,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,CTX,2929,83,20,15913,6555,232,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,CTX,5456,118,32,24289,9641,347,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,CTX,6590,113,29,21889,8478,332,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,CTX,124,7,1,787,240,8,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,CTX,206,6,1,483,185,9,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,CTX,133,1,1,362,137,1,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,CTX,97,8,2,432,154,18,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,CTX,164,4,0,554,225,7,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,CTX,239,3,1,1017,401,12,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,CTX,465,9,6,1860,848,33,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,CTX,1001,29,5,3193,1562,34,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,CTX,2618,69,26,8057,3985,131,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,CTX,5535,100,78,17201,8847,213,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,CTX,7959,129,106,20817,12049,218,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,CRO,318,3,0,2248,1221,3,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,CRO,118,3,0,392,263,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,CRO,93,2,0,313,186,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,CRO,61,1,0,291,138,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,CRO,64,1,0,354,192,0,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,CRO,149,4,0,644,290,0,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,CRO,265,2,0,1111,543,3,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,CRO,621,3,0,2350,1130,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,CRO,1845,11,1,6762,3310,11,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,CRO,2930,28,5,9665,5009,19,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,CRO,2150,16,3,5509,3073,7,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,CRO,176,3,3,1109,597,3,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,CRO,99,4,1,214,139,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,CRO,101,3,0,146,117,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,CRO,90,1,1,182,94,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,CRO,87,2,0,198,106,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,CRO,213,2,0,390,209,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,CRO,425,2,4,881,501,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,CRO,877,9,2,1967,1081,4,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,CRO,2472,28,9,4966,2593,15,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,CRO,3958,18,7,7601,4323,9,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,CRO,2894,23,6,5061,2894,6,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,CRO,154,3,0,1135,570,5,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,CRO,182,1,0,883,489,0,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,CRO,136,2,0,1041,576,2,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,CRO,202,6,1,2487,996,3,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,CRO,272,5,0,3073,1217,5,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,CRO,358,5,1,3630,1489,5,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,CRO,624,12,4,5614,2322,3,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,CRO,1133,17,2,7355,3308,10,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,CRO,2776,41,8,15682,7198,27,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,CRO,5104,72,12,23716,10954,25,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,CRO,6299,57,14,20673,10373,15,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,CRO,103,3,1,689,368,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,CRO,182,3,1,441,263,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,CRO,141,1,1,323,169,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,CRO,98,3,2,429,179,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,CRO,158,4,0,548,242,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,CRO,275,2,0,923,468,5,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,CRO,505,5,4,1879,825,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,CRO,964,18,5,3224,1602,11,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,CRO,2705,22,14,8050,4072,23,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,CRO,5835,78,39,17324,8667,31,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,CRO,8672,80,40,21648,10806,32,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,CAZ,149,83,0,3425,109,27,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,CAZ,71,21,0,668,14,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,CAZ,58,22,0,506,7,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,CAZ,44,7,0,422,12,7,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,CAZ,38,23,0,526,17,7,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,CAZ,83,33,0,937,30,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,CAZ,149,60,0,1660,42,13,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,CAZ,373,148,1,3462,88,33,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,CAZ,1054,391,1,10066,320,108,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,CAZ,1804,638,2,14559,508,145,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,CAZ,1288,483,0,8647,229,111,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,CAZ,108,50,0,1696,30,7,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,CAZ,65,27,0,362,2,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,CAZ,75,18,0,267,8,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,CAZ,52,18,0,297,0,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,CAZ,55,23,0,314,0,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,CAZ,137,44,0,613,16,4,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,CAZ,277,80,0,1406,49,6,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,CAZ,518,173,0,3108,120,21,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,CAZ,1358,498,0,7804,376,47,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,CAZ,2355,817,0,12001,656,87,DS1
