﻿COUNTRY,YEAR,SPECIMEN,PATHOGEN,GENDER,ORIGIN,AGEGROUP,ANTIBIOTIC,RESISTANT,INTERMEDIATE,NONSUSCEPTIBLE,SUSCEPTIBLE,UNKNOWN_NO_AST,UNKNOWN_NO_BREAKPOINTS,BATCHID
JPN,2017,URINE,ESCCOL,F,HO,05<14,IPM,1,1,0,520,50,1,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,IPM,1,0,0,597,54,4,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,IPM,0,0,0,836,62,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,IPM,0,1,0,1425,131,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,IPM,0,2,0,2653,292,9,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,IPM,2,6,0,4904,410,18,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,IPM,5,11,0,12279,1314,59,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,IPM,11,12,0,26177,3181,156,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,IPM,8,15,0,33757,4421,190,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,MEM,1,1,0,3689,0,11,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,MEM,1,0,0,733,0,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,MEM,2,0,0,580,0,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,MEM,0,0,0,470,0,5,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,MEM,0,0,0,585,0,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,MEM,2,0,0,1048,2,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,MEM,2,1,0,1843,16,14,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,MEM,3,0,0,3942,0,23,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,MEM,4,0,0,11354,0,65,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,MEM,11,6,0,16695,0,108,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,MEM,4,1,0,9979,28,89,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,MEM,0,0,0,1815,0,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,MEM,1,0,0,423,8,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,MEM,0,0,0,325,3,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,MEM,0,0,0,336,7,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,MEM,6,0,0,342,11,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,MEM,0,0,0,728,4,2,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,MEM,3,0,0,1652,0,3,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,MEM,5,1,0,3550,0,10,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,MEM,9,6,0,9120,0,35,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,MEM,17,4,0,14335,0,54,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,MEM,11,1,0,9807,61,53,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,MEM,1,0,0,1804,0,11,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,MEM,0,0,0,1487,0,7,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,MEM,0,0,0,1708,0,10,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,MEM,0,0,0,3535,75,45,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,MEM,1,0,0,4433,50,35,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,MEM,0,0,0,5285,87,51,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,MEM,0,1,0,8182,150,74,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,MEM,0,2,0,11246,202,78,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,MEM,6,2,0,24537,318,158,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,MEM,11,6,0,37809,304,344,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,MEM,16,2,0,35106,346,310,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,MEM,1,0,0,1104,0,4,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,MEM,0,0,0,826,11,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,MEM,1,2,0,559,10,1,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,MEM,0,0,0,647,5,4,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,MEM,0,0,0,889,9,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,MEM,0,0,0,1552,5,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,MEM,0,1,0,2943,3,9,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,MEM,3,0,0,5311,9,17,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,MEM,15,4,0,13591,0,58,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,MEM,21,9,0,29290,74,143,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,MEM,36,10,0,37837,332,176,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,DOR,0,0,0,0,3561,141,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,DOR,0,0,0,0,697,41,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,DOR,0,0,0,0,557,26,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,DOR,0,0,0,0,448,27,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,DOR,0,0,0,0,558,28,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,DOR,0,0,0,0,993,60,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,DOR,0,0,0,0,1771,105,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,DOR,0,0,0,0,3721,247,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,DOR,0,0,0,0,10681,742,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,DOR,0,0,0,0,15720,1100,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,DOR,0,0,0,0,9487,614,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,DOR,0,0,0,0,1743,77,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,DOR,0,0,0,0,409,24,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,DOR,0,0,0,0,306,22,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,DOR,0,0,0,0,318,25,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,DOR,0,0,0,0,339,20,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,DOR,0,0,0,0,686,48,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,DOR,0,0,0,0,1526,132,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,DOR,0,0,0,0,3339,227,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,DOR,0,0,0,0,8531,639,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,DOR,0,0,0,0,13505,905,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,DOR,0,0,0,0,9288,645,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,DOR,0,0,0,0,1731,85,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,DOR,0,0,0,0,1420,74,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,DOR,0,0,0,0,1626,92,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,DOR,0,0,0,0,3423,232,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,DOR,0,0,0,0,4280,239,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,DOR,0,0,0,0,5104,319,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,DOR,0,0,0,0,7857,550,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,DOR,0,0,0,0,10822,706,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,DOR,0,0,0,0,23409,1612,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,DOR,0,0,0,0,36205,2269,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,DOR,0,0,0,0,33829,1951,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,DOR,0,0,0,0,1041,68,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,DOR,0,0,0,0,782,57,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,DOR,0,0,0,0,534,39,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,DOR,0,0,0,0,603,53,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,DOR,0,0,0,0,833,68,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,DOR,0,0,0,0,1411,148,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,DOR,0,0,0,0,2698,258,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,DOR,0,0,0,0,4938,402,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,DOR,0,0,0,0,12620,1048,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,DOR,0,0,0,0,27610,1927,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,DOR,0,0,0,0,36126,2265,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,CTX,380,11,0,2512,757,42,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,CTX,170,7,0,413,122,26,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,CTX,105,7,0,382,87,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,CTX,64,1,0,308,98,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,CTX,71,9,1,332,168,5,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,CTX,148,0,1,621,281,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,CTX,278,5,1,1142,427,23,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,CTX,636,16,1,2384,906,25,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,CTX,1850,33,9,6834,2603,94,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,CTX,2994,52,7,9767,3883,117,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,CTX,2134,31,8,5657,2194,77,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,CTX,206,5,3,1223,372,11,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,CTX,108,7,1,234,81,2,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,CTX,117,3,0,162,45,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,CTX,83,5,1,183,69,2,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,CTX,84,0,0,182,89,4,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,CTX,190,5,0,349,185,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,CTX,375,8,4,852,413,6,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,CTX,773,10,3,1897,859,24,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,CTX,1993,37,19,4587,2465,69,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,CTX,3251,65,18,7050,3935,91,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,CTX,2361,35,18,4635,2834,50,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,CTX,193,3,0,1225,379,16,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,CTX,218,2,0,986,270,18,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,CTX,171,8,0,1170,344,25,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,CTX,218,7,2,2389,984,55,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,CTX,288,15,0,2991,1192,33,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,CTX,364,16,4,3502,1485,52,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,CTX,573,10,8,5437,2286,93,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,CTX,1137,36,12,7288,2967,88,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,CTX,2785,81,19,15534,6376,226,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,CTX,5097,117,31,23514,9376,339,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,CTX,6180,111,28,21060,8086,315,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,CTX,111,7,1,767,216,7,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,CTX,184,6,1,471,168,9,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,CTX,109,1,1,344,117,1,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,CTX,82,7,2,412,136,17,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,CTX,142,4,0,536,212,7,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,CTX,212,3,1,971,363,9,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,CTX,411,9,6,1754,745,31,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,CTX,859,26,4,3039,1378,34,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,CTX,2270,66,24,7632,3548,128,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,CTX,4919,98,69,16315,7929,207,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,CTX,7180,121,96,19788,10998,208,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,CRO,304,3,0,2208,1184,3,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,CRO,109,3,0,377,247,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,CRO,87,2,0,309,184,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,CRO,57,1,0,282,134,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,CRO,61,1,0,349,175,0,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,CRO,140,4,0,630,279,0,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,CRO,247,1,0,1092,533,3,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,CRO,588,3,0,2300,1076,1,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,CRO,1727,11,1,6555,3118,11,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,CRO,2729,28,5,9342,4698,18,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,CRO,1974,16,3,5269,2832,7,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,CRO,157,3,3,1076,578,3,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,CRO,87,4,1,206,135,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,CRO,92,3,0,138,94,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,CRO,73,1,1,174,94,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,CRO,76,2,0,183,98,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,CRO,182,2,0,367,183,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,CRO,361,2,4,842,444,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,CRO,760,8,1,1845,948,4,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,CRO,2152,28,7,4676,2293,14,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,CRO,3442,18,6,7167,3768,9,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,CRO,2547,23,5,4765,2587,6,DS1
JPN,2017,URINE,ESCCOL,F,CO,<1,CRO,145,3,0,1115,548,5,DS1
JPN,2017,URINE,ESCCOL,F,CO,01<04,CRO,171,1,0,862,460,0,DS1
JPN,2017,URINE,ESCCOL,F,CO,05<14,CRO,129,2,0,1019,566,2,DS1
JPN,2017,URINE,ESCCOL,F,CO,15<24,CRO,195,6,1,2465,985,3,DS1
JPN,2017,URINE,ESCCOL,F,CO,25<34,CRO,269,5,0,3043,1197,5,DS1
JPN,2017,URINE,ESCCOL,F,CO,35<44,CRO,345,5,1,3583,1484,5,DS1
JPN,2017,URINE,ESCCOL,F,CO,45<54,CRO,601,12,4,5504,2283,3,DS1
JPN,2017,URINE,ESCCOL,F,CO,55<64,CRO,1085,17,2,7205,3209,10,DS1
JPN,2017,URINE,ESCCOL,F,CO,65<74,CRO,2630,41,8,15330,6986,26,DS1
JPN,2017,URINE,ESCCOL,F,CO,75<84,CRO,4779,72,11,22951,10636,25,DS1
JPN,2017,URINE,ESCCOL,F,CO,85<,CRO,5888,56,14,19908,9899,15,DS1
JPN,2017,URINE,ESCCOL,F,HO,<1,CRO,89,3,1,665,348,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,01<04,CRO,163,3,1,427,245,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,05<14,CRO,115,1,1,303,153,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,15<24,CRO,78,3,2,405,168,0,DS1
JPN,2017,URINE,ESCCOL,F,HO,25<34,CRO,135,4,0,528,232,2,DS1
JPN,2017,URINE,ESCCOL,F,HO,35<44,CRO,241,2,0,884,428,4,DS1
JPN,2017,URINE,ESCCOL,F,HO,45<54,CRO,442,4,4,1766,737,3,DS1
JPN,2017,URINE,ESCCOL,F,HO,55<64,CRO,829,16,4,3056,1426,9,DS1
JPN,2017,URINE,ESCCOL,F,HO,65<74,CRO,2369,21,13,7657,3588,20,DS1
JPN,2017,URINE,ESCCOL,F,HO,75<84,CRO,5238,75,32,16455,7707,30,DS1
JPN,2017,URINE,ESCCOL,F,HO,85<,CRO,7818,78,38,20591,9835,31,DS1
JPN,2017,URINE,ESCCOL,M,CO,<1,CAZ,143,82,0,3355,95,27,DS1
JPN,2017,URINE,ESCCOL,M,CO,01<04,CAZ,66,21,0,640,7,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,05<14,CAZ,57,22,0,499,3,2,DS1
JPN,2017,URINE,ESCCOL,M,CO,15<24,CAZ,40,7,0,413,8,7,DS1
JPN,2017,URINE,ESCCOL,M,CO,25<34,CAZ,37,21,0,510,11,7,DS1
JPN,2017,URINE,ESCCOL,M,CO,35<44,CAZ,77,33,0,914,25,4,DS1
JPN,2017,URINE,ESCCOL,M,CO,45<54,CAZ,144,59,0,1624,36,13,DS1
JPN,2017,URINE,ESCCOL,M,CO,55<64,CAZ,357,144,1,3370,64,32,DS1
JPN,2017,URINE,ESCCOL,M,CO,65<74,CAZ,982,384,1,9719,234,103,DS1
JPN,2017,URINE,ESCCOL,M,CO,75<84,CAZ,1718,612,2,14011,344,133,DS1
JPN,2017,URINE,ESCCOL,M,CO,85<,CAZ,1220,471,0,8200,106,104,DS1
JPN,2017,URINE,ESCCOL,M,HO,<1,CAZ,99,48,0,1646,20,7,DS1
JPN,2017,URINE,ESCCOL,M,HO,01<04,CAZ,60,25,0,347,0,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,05<14,CAZ,71,18,0,239,0,0,DS1
JPN,2017,URINE,ESCCOL,M,HO,15<24,CAZ,43,16,0,283,0,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,25<34,CAZ,49,20,0,289,0,1,DS1
JPN,2017,URINE,ESCCOL,M,HO,35<44,CAZ,125,44,0,561,0,4,DS1
JPN,2017,URINE,ESCCOL,M,HO,45<54,CAZ,242,76,0,1320,15,5,DS1
JPN,2017,URINE,ESCCOL,M,HO,55<64,CAZ,454,162,0,2874,58,18,DS1
JPN,2017,URINE,ESCCOL,M,HO,65<74,CAZ,1221,480,0,7264,161,44,DS1
JPN,2017,URINE,ESCCOL,M,HO,75<84,CAZ,2133,756,0,11159,287,75,DS1
JPN,2017,URINE,ESCCOL,M,HO,85<,CAZ,1575,502,1,7544,253,58,DS1
